ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,ticket_type,name_type,delivery_method,seller_name,seller_rating,order_num,ticket_tags,first_observed_at,last_observed_at,sold_at,status,quantity,price,raw_description,details_fetched,year_month
sold_timelesz-live-tour-2026-momentum_1779034358207_36194,1779034358207,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,前日までにログイン情報共有,,,,,2026-05-17 16:12:38,2026-08-27 12:01:08,2026-08-27 07:17:28,sold,2,36194,"※プラベ出品も可能です
・初期当選 
・重複すり替えなし 
・有効期限内
・QR毎のお渡し
・当選歴なし
・ランダムエラー歴なし
・購入後すぐ下3桁提示可能
・...",False,2026-05
sold_timelesz-live-tour-2026-momentum_1780107630384_66000,1780107630384,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,同行/重複なし,,,,,2026-05-30 02:20:30,2026-08-27 12:01:08,2026-08-27 07:17:28,sold,1,66000,"重複なし同行/有効期限内/サイチェン可/
寺西担不可/すり替えなし/発送物戻りなし

・入金後に下3桁提示
・値段交渉、プラベモードへの変更可能
・連番内での座...",False,2026-05
sold_timelesz-live-tour-2026-momentum_1780130779186_60000,1780130779186,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,当日同時入場(2名義中2番手 2連),,,,,2026-05-30 08:46:19,2026-08-27 12:01:08,2026-08-27 07:17:28,sold,2,60000,"【※購入ご希望の方はプライベート出品に変更しますので、メッセージをお送りください】

※1.0/枚のみチケテン通し、残りを当日現金受取でも可能です。

FC先行...",False,2026-05
sold_timelesz-live-tour-2026-momentum_1777781473829_35000,1777781473829,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,同行,,,,,2026-05-03 04:11:13,2026-08-27 12:01:08,2026-08-27 07:17:28,sold,1,35000,"複数名義所持のためランダム配布となります。

公演当日、こちらが指定した時間に会場付近で待ち合わせし、同時入場していただきます。
詳しい待ち合わせ場所、時間等は...",False,2026-05
sold_timelesz-live-tour-2026-momentum_1779988896293_70000,1779988896293,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,公演前日QRコード共有,,,,,2026-05-28 17:21:36,2026-08-27 12:01:08,2026-08-27 07:17:28,sold,2,70000,"初期当選/QR毎/下三桁提示可/有効期限内・郵送物の戻りなし

公演日前日18時以降に取引メッセージにてログインに必要な情報を送付いたします。
ご購入者様の方で...",False,2026-05
sold_timelesz-live-tour-2026-momentum_1779146102437_58000,1779146102437,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,当日同時入場,,,,,2026-05-18 23:15:02,2026-08-27 12:01:08,2026-08-27 07:17:28,sold,1,58000,"3名義中2番手

全て初期当選、有効期限内／下三桁提示可能

当日は指定した時間、場所に集合して頂きます。
他の買い手様にご迷惑にならない様に時間厳守でお願い致...",False,2026-05
6o1h265p59,1779016396884,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,none,同行,🐱,5.0,,同行番手,2026-05-17 11:13:16,2026-08-27 11:01:15,,deleted,2,0,"FC先行/座席未定/2名義中2番手(前回スタンド/前回、前々回スタンド)/初期当選のみ/すり替えなし /下3桁提示可/有効期限内/着ブロ指定なし/過去エラー歴なし
プライベート出品へ切替のためコメントお願いいたします。
【集合時間について】
・開場15~20分前頃を予定しております。詳しい待ち合わせ時間・場所等は、決まり次第お知らせいたします。
・交通機関の遅延や体調不良など買い手様の都合で遅刻される場合は、お待ちすることなく入場いたしますが、その場合も受取通知はしていただきますので、必ず時間厳守でおねがいいたします。
【入場について】
・基本的にはサイト内にてやり取りを予定しておりますが、電波不具合等発生する可能性もございますので、当日ご持参される携帯の電話番号のご提示をお願いいたします。
・同行者様と入場を一時的に分かれてお願いする可能性がございます。
・チケット発券後、当方が選択後チケットをお渡しいたします。選択時はお時間を要する場合がございますので、ご了承いただける方のみでお願いいたします。すり替えなしのため、事前に下3桁提示いたします。
・購入者様には座席はお選びいただけません。座席に関するクレームは一切受け付けません。チケットをお渡しする際にその場で受取連絡のご対応をお願いいたします。チケットをお渡し後はサイドチェンジ等ご自由にしていただいて構いませんが、名義に傷がつく行為はお控えいただきますようお願いいたします。
【取引の注意点】
・ランダムエラー、本人確認、体調不良、交通機関遅延、担当不在等、公演中止以外は如何なる場合もご返金いたしかねます。
・公演中止の場合のみ、サイト規定に則って返金対応いたします。
・補助が必要な方や、スーツケース等、大きな荷物をお持ちの方は、購入不可とさせていただきます。
・トラブル防止のため、代理購入はお控えください。
・落札後のキャンセル、ご質問はお答えできません。購入前に確認いただきますようお願いいたします。",True,2026-05
sold_timelesz-live-tour-2026-momentum_1778072003939_60000,1778072003939,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,公演日前日までにQRコード共有,,,,,2026-05-06 12:53:23,2026-08-27 12:01:08,2026-08-27 07:17:28,sold,2,60000,"QR毎/重複すり替えなし/初期当選/有効期限内/着ブロ選択なし
公演日の前日に必要なログイン情報をお伝え致します。入場後は速やかにログアウト受け取り連絡をお願い...",False,2026-05
sold_timelesz-live-tour-2026-momentum_1777781557504_25000,1777781557504,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,,,,,2026-05-03 04:12:37,2026-08-27 12:01:08,2026-08-27 07:17:28,sold,1,25000,"複数名義所持のためランダム配布となります。

公演当日、こちらが指定した時間に会場付近で待ち合わせし、同時入場していただきます。
詳しい待ち合わせ場所、時間等は...",False,2026-05
sold_timelesz-live-tour-2026-momentum_1779608140406_46000,1779608140406,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,当日に同時入場,,,,,2026-05-24 07:35:40,2026-08-27 12:01:08,2026-08-27 07:17:28,sold,1,46000,"【ご購入前に1度ご連絡ください】
⭐️4名義中3番手

✅電波が悪くなることも予想されるため、事前にお電話番号の交換をお願いいたします。
✅同行者登録などは集合...",False,2026-05
sold_timelesz-live-tour-2026-momentum_1779241351344_33000,1779241351344,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,,,,,2026-05-20 01:42:31,2026-08-27 12:01:08,2026-08-27 07:17:28,sold,2,33000,複数名義所持の為ランダム配布です。購入者様は座席選択はできません。  また、ランダム配布の為名義数や会員番号の提示はできかねますのでご了承お願い致します。  同...,False,2026-05
sold_timelesz-live-tour-2026-momentum_1779145933111_46000,1779145933111,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,当日同時入場,,,,,2026-05-18 23:12:13,2026-08-27 12:01:08,2026-08-27 07:17:28,sold,1,46000,"3名義中3番手

全て初期当選、有効期限内／下三桁提示可能

当日は指定した時間、場所に集合して頂きます。
他の買い手様にご迷惑にならない様に時間厳守でお願い致...",False,2026-05
snribgc4ks,1777781531007,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,Y,5.0,,番手,2026-05-03 04:12:11,2026-08-27 12:01:08,,listing,2,40000,"3名義中3番手/初期当選/有効期限内/下3桁提示可/サイチェン可
・当日は開場20分ほど前に会場付近で集合予定です。
・入場後一度合流し、チケットを回収したあと、当方、2番手様の順に座席を決め次第再度集合し、残ったチケットをお渡しいたします。チケット回収後20分以内にお渡しできるよう努めます。
・同行者登録等はこちらで登録いたします。
・ランエラ等での入場不可、入場後の本人確認での退場などの処分があった場合でも、返金はいたしかねます。
・本人確認対応不可
・サイチェン等はご自由にしていただいて構いませんが、一度着席してからの交換など、明らかな不信行為はおやめ下さい。
・日本語の話せる女性に限ります。
・取引決定後は当日連絡がとれる電話番号、お名前のご提示をお願いします。",True,2026-05
sold_timelesz-live-tour-2026-momentum_1780268539430_22000,1780268539430,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,ランダム配布,,,,,2026-05-31 23:02:19,2026-08-27 12:01:08,2026-08-27 07:17:28,sold,1,22000,"🌟入場1名義のランダム配布(指定席のみ)
・松島担購入不可。
・16:10頃に会場付近に集合し同時入場致します。
・チケットを発券し回収した後、一度解散致し開...",False,2026-05
c8xijhmcn1,1777781587544,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,Y,5.0,,ランダム,2026-05-03 04:13:07,2026-08-27 12:01:08,,listing,2,25000,"複数名義所持のためランダム配布となります。
公演当日、こちらが指定した時間に会場付近で待ち合わせし、同時入場していただきます。
詳しい待ち合わせ場所、時間等は、お日にち近くなりましたら、メッセージにてお知らせ致します。
当日開場の30分前集合予定です。
集合時間に必ず来れる方のみでお願い致します。
遅刻はお待ちできませんので、そのまま入場させて頂きます。その場合も受取通知はして頂きます。
お名前、電話番号をお送りください。
同時入場後、一度チケットを回収し座席確認後、先に座席選択させて頂きます。
その際に一度解散しお時間頂きますが、開演前までには必ずチケットをお渡しさせて頂きます。
座席に関してのクレームは一切できません。
入場の際に持ち逃げ防止のため身分証をお預かりする可能性がございますので、ご用意出来る方でお願い致します。お預かりした場合はチケットお渡しする際に必ず返却させて頂きます。
同時入場の際にQR表示のご協力を頂く為に端末をお借りする場合がございますので、当日は通信環境の整っている端末をご用意ください。
同行者登録はこちらで行いますので、お名前とお電話番号のご協力お願い致します。
公演中止の際は手数料を差し引いた金額を返金します。
ランダムエラー、本人確認、体調不良、交通機関の乱れによる遅刻等の公演中止以外の返金対応は致しかねますのでご了承ください。",True,2026-05
