ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,ticket_type,name_type,delivery_method,seller_name,seller_rating,order_num,ticket_tags,first_observed_at,last_observed_at,sold_at,sold_at_source,status,quantity,price,raw_description,details_fetched,year_month
sold_yakusoku-no-hate_1785492226258_18000,1785492226258,yakusoku-no-hate,2026-09-28,,[東京都] 東京国際フォーラム ホールA,electronic,female,公演日7日前までダウンロードURLを送付,,,,,2026-07-31 10:03:46,2026-09-01 05:03:14,2026-08-27 05:10:56,,sold,1,18000,,False,2026-07
sold_yakusoku-no-hate_1785409024862_14000,1785409024862,yakusoku-no-hate,2026-09-28,,[東京都] 東京国際フォーラム ホールA,electronic,female,QR,,,,,2026-07-30 10:57:04,2026-09-01 05:03:14,2026-08-27 05:10:56,,sold,1,14000,"イープラス
分配でのお譲り
公演中止以外の返金不可",False,2026-07
sold_yakusoku-no-hate_1785495750812_13000,1785495750812,yakusoku-no-hate,2026-09-28,,[東京都] 東京国際フォーラム ホールA,electronic,female,公演3日前までにスマチケにて分配いたします。,,,,,2026-07-31 11:02:30,2026-09-01 05:03:14,2026-08-27 05:10:56,,sold,1,13000,"イープラス枠のチケットになります。
分配でのお取引となりますのでチケット受け取り次第、受け取り評価お願いいたします。
公演中止以外いかなる場合でも返金不可。",False,2026-07
sold_yakusoku-no-hate_1785502186212_17000,1785502186212,yakusoku-no-hate,2026-09-29,18:00,[東京都] 東京国際フォーラム ホールA,electronic,female,スマチケ分配,,,,,2026-07-31 12:49:46,2026-09-01 05:03:14,2026-08-27 05:10:56,,sold,1,17000,"イープラス先行/重複すり替えなし
9/23以降にスマチケでの分配をさせていただきます。
遅刻、入場エラー等での返金はご対応出来かねます。
公演中止の場合のみ手数...",False,2026-07
sold_yakusoku-no-hate_1785499038447_21000,1785499038447,yakusoku-no-hate,2026-09-29,18:00,[東京都] 東京国際フォーラム ホールA,electronic,female,分配または手渡し,,,,,2026-07-31 11:57:18,2026-09-01 05:03:14,2026-08-27 05:10:56,,sold,1,21000,"FC当選含む3名義中3番手のお譲りです。
座席確認後、イープラスをお譲りの場合は9/23以降分配させて頂きます。
FCのチケットお渡しの場合は当日手渡しさせて頂...",False,2026-07
y8g4lvhncr,1785496795811,yakusoku-no-hate,2026-09-28,,[東京都] 東京国際フォーラム ホールA,electronic,female,公演日5日前に分配,R,5.0,,QR,2026-07-31 11:19:55,2026-08-28 07:01:11,,,deleted,1,17000,"イープラスチケット 6名義中2番手
分配でのお渡しとなります。
DL後、公演日5日前に分配でお渡しいたします。
公演中止以外の返金対応はいたしません。",True,2026-07
pw2a7d6zbe,1785514771696,yakusoku-no-hate,2026-09-28,,[東京都] 東京国際フォーラム ホールA,electronic,none,座席分かり次第分配,さくら,5.0,,QR,2026-07-31 16:19:31,2026-09-01 05:03:14,,,listing,1,20000,公演中止以外の返金不可,True,2026-07
pk54antlt8,1785503083650,yakusoku-no-hate,2026-09-28,,[東京都] 東京国際フォーラム ホールA,electronic,none,座席が分かり次第QRコード共有。遅くても前日まで。‬,さくら,5.0,,QR,2026-07-31 13:04:43,2026-09-01 05:03:14,,,listing,1,15000,"5名義中5番手
公演中止以外の返金不可",True,2026-07
pbwgflzj4u,1785409239561,yakusoku-no-hate,2026-09-28,,[東京都] 東京国際フォーラム ホールA,electronic,female,分配,N,5.0,,番手,2026-07-30 11:00:39,2026-09-01 05:03:14,,,listing,1,14000,"6名義中6番手イープラスチケット
分配でのお渡しとなります。
DL後、公演日5日前に分配でお渡しします。",True,2026-07
ks85yh3p8u,1785506122667,yakusoku-no-hate,2026-09-28,,[東京都] 東京国際フォーラム ホールA,electronic,none,公演日3日前までにQRコード共有,riku,5.0,,QR,2026-07-31 13:55:22,2026-09-01 05:03:14,,,listing,1,15000,"イープラス先行
重複すり替えなし

9/23以降にスマチケでの分配をさせていただきます。
公演中止の場合のみ、手数料を差し引いた金額を返金。",True,2026-07
