ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,ticket_type,name_type,delivery_method,seller_name,seller_rating,order_num,ticket_tags,first_observed_at,last_observed_at,sold_at,sold_at_source,status,quantity,price,raw_description,details_fetched,year_month
sold_milesixtones-2026_1784871067215_30000,1784871067215,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,none,同行,,,,,2026-07-24 05:31:07,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,2,30000,"【条件あり】
チケットを複数所持しております。同時入場後にチケットを一旦回収し、開演5分前を目処に再集合の上チケットをお渡しさせていただきます。座席についてのク...",False,2026-07
sold_milesixtones-2026_1784874075549_70000,1784874075549,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,公演日前日にログイン情報お渡し,,,,,2026-07-24 06:21:15,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,1,70000,"初期当選/座席未定/重複すり替えなし/有効期限内／下三桁提示可/着ブロ指定なし/郵送物戻りなし

公演前日にマイページの連絡ボードにてログイン情報お伝えします。...",False,2026-07
sold_milesixtones-2026_1785044303261_30000,1785044303261,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,同行,,,,,2026-07-26 05:38:23,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,1,30000,"有効期限内/アリツ落選名義/下三桁提示可/初期当選/重複すり替えなし/着ブロ希望なし

当方ジェシー担となりますので担当のご配慮いただけますと幸いです。

当日...",False,2026-07
sold_milesixtones-2026_1785023115171_35000,1785023115171,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,paper,female,当日手渡し,,,,,2026-07-25 23:45:15,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,1,35000,"FC初期当選 有効期限内
 当方と同行になります。

当日は開演前に会場付近に待ち合わせたのちに同時入場して頂きます。

公演中止の場合のみ手数料を差し引いた金...",False,2026-07
sold_milesixtones-2026_1784878728680_10900,1784878728680,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,paper,female,前日,,,,,2026-07-24 07:38:48,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,1,10900,"当日2.0/枚手渡し　2名義中2番手/すり替えなし/有効期限内/下3桁提示可

プライベートモードにて切り替えますので、ご購入希望の方はメッセージお願いいたしま...",False,2026-07
sold_milesixtones-2026_1785034403971_15000,1785034403971,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,同行,,,,,2026-07-26 02:53:23,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,1,15000,"少人数ランダム
プライベートモードにて再出品いたしますので、ご希望の方はメッセージお願いいたします。

・複数名義ありますので、同時入場後一旦チケットを回収し、...",False,2026-07
sold_milesixtones-2026_1785428112304_10000,1785428112304,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,none,同行,,,,,2026-07-30 16:15:12,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,2,10000,"ランダム/全名義有効期限内/初期当選/早渡し上乗せ可/相場買取可/
プライベートモードにて再出品いたしますので、ご希望の方はメッセージお願いいたします。
・複数...",False,2026-07
sold_milesixtones-2026_1784890536829_9900,1784890536829,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,連絡ボードにて,,,,,2026-07-24 10:55:36,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,1,9900,"【条件あり】
チケットを複数所持しております。同時入場後にチケットを一旦回収し、開演5~10分前を目処に再集合の上チケットをお渡しさせていただきます。座席につい...",False,2026-07
sold_milesixtones-2026_1785246182867_30000,1785246182867,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,同行,,,,,2026-07-28 13:43:02,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,1,30000,"単番×2名義中2番手 当方と同時入場
アリツア未当選名義のみ
日本語の通じる方の購入をお願いします。

当日は開場時間5〜10分前に当方と集合し同時入場をお願い...",False,2026-07
sold_milesixtones-2026_1784941756144_20000,1784941756144,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,同行,,,,,2026-07-25 01:09:16,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,2,20000,"4名義中4番手

FC先行/初期当選/すり替えなし/下3桁提示可能/全て有効期限内名義

公演当日開場30〜15分前に集合して頂きます。詳しい時間、場所等はマイ...",False,2026-07
sold_milesixtones-2026_1785029875715_12000,1785029875715,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,当日,,,,,2026-07-26 01:37:55,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,2,12000,"ランダム配布､下3桁提示

◾︎発券後席次第ですぐにお渡し可能

同時入場後一度チケットを全て回収し座席を選ばせて頂きます。座席選択にお時間を頂きますが開演時間...",False,2026-07
sold_milesixtones-2026_1784882910257_25000,1784882910257,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,同行,,,,,2026-07-24 08:48:30,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,2,25000,当日は開場時間の15~30分前頃にこちらが指定した場所に集合していただき同時入場後、先に当方が座席選択した後チケットをランダムにお渡しします。座席は選択できませ...,False,2026-07
sold_milesixtones-2026_1785074410459_10000,1785074410459,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,同行,,,,,2026-07-26 14:00:10,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,2,10000,"即3.6/枚　残り2.6/枚当日手渡し

4名義中2番手/すり替えなし/下3桁提示可能/有効内/アリツ落選名義

プライベートモードにて再度出品いたしますので、...",False,2026-07
sold_milesixtones-2026_1784999925020_41000,1784999925020,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,公演前日QRコード共有,,,,,2026-07-25 17:18:45,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,2,41000,"初期当選/アリツア落選名義/すり替えなし/有効期限内/下3桁提示可

購入いただきましたら下3桁の共有可能です。
公演前日にログイン情報の共有を致します。
エラ...",False,2026-07
sold_milesixtones-2026_1784935384407_23000,1784935384407,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,同行,,,,,2026-07-24 23:23:04,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,2,23000,"FC先行／初期当選／座席未定／3名義中3番／すり替えなし／下3桁掲示可／着ブロ希望なし／郵送物戻りなし／有効期限内名義
・こちらは3名義中3番手のチケットとなり...",False,2026-07
sold_milesixtones-2026_1784872305387_17000,1784872305387,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,同行,,,,,2026-07-24 05:51:45,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,1,17000,【入場時ランダムエラーの場合の全額返金保証、立見なし】コメントいただければプラベル切り替え可能。ランダムのお渡しとなり、購入者様の座席選択権はありませんことご理...,False,2026-07
sold_milesixtones-2026_1784906521465_30000,1784906521465,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,同行,,,,,2026-07-24 15:22:01,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,2,30000,"FC先行 3名義中3番手 有効期限内名義 すり替えなし 下3桁提示可 

・公演当日開場時間前に会場付近にて待ち合わせし、同時入場していただきます。 

・座席...",False,2026-07
sold_milesixtones-2026_1784981165346_10000,1784981165346,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,同時入場,,,,,2026-07-25 12:06:05,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,1,10000,"ランダム(購入者様に座席選択権はございません)/有効期限内名義

プライベート出品に切り替えますので
お取引希望の方はメッセージお願いいたします。

ご購入前に...",False,2026-07
sold_milesixtones-2026_1785317775827_23000,1785317775827,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,当日,,,,,2026-07-29 09:36:15,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,2,23000,"プラベ出品可

FC先行（会員×会員）/2名義中2番手/すり替えなし/下3桁提示可/初期当選のみ

【条件あり】
・チケットを2名義所持しております。
・当選名...",False,2026-07
sold_milesixtones-2026_1784891794953_48000,1784891794953,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,FC初期当選・QR毎・下3桁提示可・重複すり替えなし・有効期限内・クレカ決済(同一クレカなし)・着ブロなし・郵便戻りなし,,,,,2026-07-24 11:16:34,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,2,48000,"・前回当選歴　VVS スタンド一階席(チケホルには座席は反映されていません)

・こちらで同行者登録完了後、公演前日にログイン情報をお伝えします。買い手様ご自身...",False,2026-07
sold_milesixtones-2026_1784910649492_18000,1784910649492,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,同行,,,,,2026-07-24 16:30:49,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,2,18000,"プラベ出品◯ 3名義中3番手／すり替えなし
全て初期当選、有効期限内、下3桁提示可能です。

公演当日、最寄駅または会場付近にて待ち合わせし、同時入場していただ...",False,2026-07
sold_milesixtones-2026_1784873915660_55000,1784873915660,milesixtones-2026,2026-09-19,17:30,味の素スタジアム,electronic,female,公演日前日までにQRコード共有,,,,,2026-07-24 06:18:35,2026-09-03 08:01:15,2026-08-27 05:10:56,,sold,2,55000,"QR毎/初期当選/アリツア落選名義/重複すり替えなし/着ブロ希望なし/下3桁提示可能
有効期限内/発送物戻りなし
公演前日夜にログインに必要な情報をお伝えします...",False,2026-07
