ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,status,price,quantity,delivery_method,ticket_type,name_type,raw_description,first_observed_at,last_observed_at,sold_at,details_fetched,year_month
sold_key-to-lit-arena-tour-2026-neo-classics_1780029857663_9000,1780029857663,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,12:30,セキスイハイムスーパーアリーナ,sold,9000,2,指定席のみランダム,electronic,female,"ランダム配布ご理解いただける方のみご購入お願いします。初めての方も最後まで丁寧に対応いたします。
3名義以内での入場になります。開場~30分前に会場付近に集合予...",2026-05-29 04:44:17,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780228046905_25000,1780228046905,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,12:30,セキスイハイムスーパーアリーナ,sold,25000,2,公演日前日にログイン情報共有,electronic,female,"QR毎 2連
初期当選/該当名義/変あり/有効期限内/重複すり替えなし/下3桁提示可/着ブロ希望なし/同行者登録可

公演日前日にログイン情報をお伝えします。公...",2026-05-31 11:47:26,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780074219646_6205,1780074219646,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,12:30,セキスイハイムスーパーアリーナ,sold,6205,1,同行,electronic,female,"座席未定 ランダム配布 条件あり 座席選択不可 代理購入不可 

 ランダム配布になりますので最後までご理解いただきご購入ください。  

・複数名義所持してお...",2026-05-29 17:03:39,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
elrcmayp4y,1780074313218,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,12:30,セキスイハイムスーパーアリーナ,listing,18000,1,同行,electronic,female,"座席未定 ランダム配布 条件あり 座席選択不可 代理購入不可 

 ランダム配布になりますので最後までご理解いただきご購入ください。  

・複数名義所持してお...",2026-05-29 17:05:13,2026-08-27 07:17:28,,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780110204404_10000,1780110204404,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,12:30,セキスイハイムスーパーアリーナ,sold,10000,1,同行,electronic,female,"4名義中4番手、下3桁提示可能、全て該当有効期限内
⭐️公演当日は会場付近で待ち合わせをし、同時入場していただきます。
⭐️詳しい待ち合わせ時間や場所等はお取引...",2026-05-30 03:03:24,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
j1dz3xmxmf,1780074266475,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,12:30,セキスイハイムスーパーアリーナ,listing,18000,1,同行,electronic,female,"座席未定 ランダム配布 条件あり 座席選択不可 代理購入不可 

 ランダム配布になりますので最後までご理解いただきご購入ください。  

・複数名義所持してお...",2026-05-29 17:04:26,2026-08-27 07:17:28,,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780060974726_25000,1780060974726,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,12:30,セキスイハイムスーパーアリーナ,sold,25000,2,同行 3名義中2番手 該当名義 初期当選 有効期限内,electronic,female,"3名義中2番手

こちらの会場の構成上ゲートが出次第、相談させていただく可能性がございます。

2連番でご購入頂いた場合は連番のチケットをお渡し致します。

入...",2026-05-29 13:22:54,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780070470340_16000,1780070470340,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,12:30,セキスイハイムスーパーアリーナ,sold,16000,2,同時入場,electronic,female,2名義2番手｜該当名義｜変更ボタン有｜下3桁提示可能,2026-05-29 16:01:10,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780065165882_40000,1780065165882,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,40000,2,公演前日ログイン情報共有,electronic,female,"FC先行 座席未定 2連QR毎
初期当選/該当名義/有効期限内/変更ボタン有り/すり替えなし/下3桁提示可

公演前日にログイン情報をお伝えします。入場が済みま...",2026-05-29 14:32:45,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780037118920_15000,1780037118920,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,15000,2,同時入場,electronic,female,"該当3名義中3番手/すり替えなし/有効期限内/下3桁提示可

当日開場30分前に集合場所にお集まりいただきます。
同時入場後一度チケットを回収いたします。会場内...",2026-05-29 06:45:18,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780074484859_3800,1780074484859,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,3800,1,同行,electronic,female,"座席未定 ランダム配布 条件あり 座席選択不可 代理購入不可 

 ランダム配布になりますので最後までご理解いただきご購入ください。  

・複数名義所持してお...",2026-05-29 17:08:04,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780069184130_5000,1780069184130,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,5000,1,同行,electronic,female,"該当名義 / 有効期間内 / ランダム配布

・複数名義所持している為、同時入場後、一度全てのチケットを回収いたします。当方が座席選択後にランダムでチケットをお...",2026-05-29 15:39:44,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780061068147_52000,1780061068147,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,52000,2,公演日前日,electronic,female,"2連QR
初期当選/該当名義/下３桁提示可
有効期限内/変ボ有り

同行者登録ご自身でお願いします

ランダムエラー等いかなる場合も返金不可。
発券後チケットの...",2026-05-29 13:24:28,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780037292888_16000,1780037292888,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,16000,2,４名義中３番手,electronic,female,"４名義中３番手座席未定、初期当選、全て該当名義、すり替えなし、下3桁提示可能、有効期限内
当日開場20分前ぐらいに会場付近にて集合して同時入場いたします。
4名...",2026-05-29 06:48:12,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780033726501_9200,1780033726501,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,9200,1,同行,electronic,female,こちら専用出品です。専用買い手様以外ご購入頂かないようよろしくお願いいたします。,2026-05-29 05:48:46,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780025386120_4300,1780025386120,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,4300,1,同行,electronic,female,"該当名義 / 有効期間内 / ランダム配布

・複数名義所持している為、同時入場後、一度全てのチケットを回収いたします。当方が座席選択後にランダムでチケットをお...",2026-05-29 03:29:46,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780029902249_10000,1780029902249,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,10000,1,指定席のみランダム配布,electronic,female,"ランダム配布ご理解いただける方のみご購入お願いします。初めての方も最後まで丁寧に対応いたします。
5名義以内での入場になります。開場~30分前に会場付近に集合予...",2026-05-29 04:45:02,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780044343833_10000,1780044343833,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,10000,1,同行,electronic,female,"※すり替えなし※ランダム配布
入場後解散せずすぐにお渡し致します。

情報局先行 初期当選 該当名義 変更ボタンあり 有効期限内 

・開場30分前を目安に会場...",2026-05-29 08:45:43,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780036858763_10000,1780036858763,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,10000,1,４名義中４番手,electronic,female,"４名義中４番手、座席未定、初期当選、全て該当名義、すり替えなし、下3桁提示可能、有効期限内
当日開場20分前ぐらいに会場付近にて集合して同時入場いたします。
4...",2026-05-29 06:40:58,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
7e2raoszkp,1780038180080,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,listing,130000,2,公演日前日までにQRコード共有,electronic,female,"座席未定/初期当選/重複、すり替えなし/QR毎のお譲り/有効期間内名義/Pay-easy支払い済み/公演日2〜3日前発送予定

※下三桁提示可能

公演日前日ま...",2026-05-29 07:03:00,2026-08-27 07:17:28,,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780044029902_4800,1780044029902,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,4800,1,同行,electronic,female,"該当名義 / 有効期間内 / ランダム配布

・複数名義所持している為、同時入場後、一度全てのチケットを回収いたします。当方が座席選択後にランダムでチケットをお...",2026-05-29 08:40:29,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
qm28mbmucx,1780074432370,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,listing,18000,1,同行,electronic,female,"座席未定 ランダム配布 条件あり 座席選択不可 代理購入不可 

 ランダム配布になりますので最後までご理解いただきご購入ください。  

・複数名義所持してお...",2026-05-29 17:07:12,2026-08-27 07:17:28,,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780027681297_11000,1780027681297,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,11000,2,同行,electronic,female,"4名義中4番手(該当名義 3、非該当1)有効期間内/下3桁提示可/すり替えなし

・複数名義所持している為、同時入場後、一度全てのチケットを回収いたします。当方...",2026-05-29 04:08:01,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780253465723_4500,1780253465723,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,4500,1,当日手渡し,paper,female,"ランダム配布を理解されている日本語の通じる女性の方のみご購入お願いいたします。代理購入不可。
同時に入場しチケット発券後1度解散しこちらで席を選び開演前迄にチケ...",2026-05-31 18:51:05,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780191367363_22000,1780191367363,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,22000,2,公演前日QRコード共有,electronic,female,"該当2名義中2番手/すり替えなし/有効期限内/下3桁提示可

当日、集合場所にお集まりいただきます。時間はまだ未定です。
同時入場後一度チケットを回収いたします...",2026-05-31 01:36:07,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780029071886_10000,1780029071886,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,10000,1,ランダム配布(集合少人数),electronic,none,"【必ず下記全てお読みいただきご理解いただけた方のみご購入下さい】
【購入されたらまず購入者情報をメッセージに入れて下さい】
お待ち合わせ後QR表示用の端末ごとに...",2026-05-29 04:31:11,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780034024873_48955,1780034024873,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,48955,2,公演日当日までにQRコード共有,electronic,female,"プライベートに変更可能ですので気軽にお声かけください。。

QR毎 ペイジー決済  すり替え重複なし 変更ボタン有(猪狩名義) 有効期限内 同行者登録可能(ご自...",2026-05-29 05:53:44,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780030687192_5000,1780030687192,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,5000,1,当日手渡し,paper,female,"公演当日は待ち合わせ後に同時入場します。
集合時間は開演1時間30分前を予定。集合時間に10分以上遅れた場合入場保証はできません。その場合でも受け取りしていただ...",2026-05-29 04:58:07,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780221978158_5000,1780221978158,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,5000,1,同行,electronic,female,【入場時ランダムエラーの場合の全額返金保証、指定席のみ】指定席の中からランダムのお渡しとなり、購入者様の座席選択権はありませんことご理解下さい。(連番での落札は...,2026-05-31 10:06:18,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780214238030_35000,1780214238030,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,35000,2,公演日前日にログイン情報の共有,electronic,female,"非該当/有効期限内/下3桁提示可能

QR毎のお譲りのため同行者登録からご対応をお願いいたします
いかなる理由でも公演中止以外の返金不可です

ご入場後は速やか...",2026-05-31 07:57:18,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780031560207_11000,1780031560207,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,11000,1,同行,electronic,female,"※すり替えなし※ランダム配布
入場後解散せずすぐにお渡し致します。

情報局先行 初期当選 該当名義 変更ボタンあり 有効期限内 

・開場30分前を目安に会場...",2026-05-29 05:12:40,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780028267876_40000,1780028267876,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,40000,2,公演日前日にログイン情報共有,electronic,female,座席未定 条件なしQRごとのお譲りです。初期当選/有効期限内/該当名義(変更ボタンあり) /重複当選なし/コンビニ払い済/会員番号下3桁お伝え可能/着ブロ指定な...,2026-05-29 04:17:47,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780025931657_33000,1780025931657,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,33000,2,2名義中2番手,electronic,female,"2名義中2番手
初期当選 該当名義 変更ボタン有 有効期限内 すり替えなし 会員番号下3桁提示可能

ご覧いただき、ありがとうございます。
当日の待ち合わせに関...",2026-05-29 03:38:51,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780070803813_4500,1780070803813,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,4500,2,ランダム配布,electronic,none,"入場時のエラー等で入場ができなかった場合は全額返金いたします。

発券後半券を一度お預かりいたします。
お渡しできる半券がご用意でき次第お渡しします。
開演時間...",2026-05-29 16:06:43,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
6sr19s37p2,1780028309260,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,listing,100000,2,公演日前日にログイン情報共有,electronic,female,"QRごと/該当名義/変更ボタンあり/初期当選/有効期限内/下3桁提示可能/発送物戻りなし/すりかえなし/着ブロ希望なし/Pay-easy決済

・公演前日までに...",2026-05-29 04:18:29,2026-08-27 07:17:28,,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780025346782_12000,1780025346782,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,12000,2,同行,electronic,female,"該当名義 / 有効期間内 / ランダム配布

・複数名義所持している為、同時入場後、一度全てのチケットを回収いたします。当方が座席選択後にランダムでチケットをお...",2026-05-29 03:29:06,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780034695113_18000,1780034695113,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,18000,2,公演２日前にログイン情報お伝えします,electronic,female,"すり替えなし/下3桁提示可能/初期当選/有効期限内/変更ボタンあり

コメントいただけたらプライベート出品しますので事前にコメントください。
公演中止以外の返金...",2026-05-29 06:04:55,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780033737051_8000,1780033737051,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,8000,2,ランダム配布／すり替えあり／少人数入場,electronic,female,"開場30分前に会場付近にて待ち合わせし同時入場します。
入場後チケットを回収し解散、開演5-10分前を目処に再集合しチケットをお渡しします。

2枚ご購入された...",2026-05-29 05:48:57,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780064167428_5000,1780064167428,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,5000,1,同行,electronic,female,"該当名義 / 有効期間内 / ランダム配布

・複数名義所持している為、同時入場後、一度全てのチケットを回収いたします。当方が座席選択後にランダムでチケットをお...",2026-05-29 14:16:07,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780215803226_8000,1780215803226,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,8000,1,同行,electronic,female,"5名義中5番手
すり替えなし、下3桁提示可
全ての名義該当名義変更ボタンあり有効期限内

当日開場10分前頃を目安に会場付近にて集合予定です。",2026-05-31 08:23:23,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
hnltgm3kzt,1780046651591,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,listing,70000,1,同行,electronic,female,"1番手同行/初期当選/該当名義/変更ボタン有/すり替え無/有効期限内名義/下3桁提示可/
中村担不可/サイチェン可

当日会場付近にて待ち合わせし、同時入場して...",2026-05-29 09:24:11,2026-08-27 07:17:28,,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780033167446_5000,1780033167446,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,5000,1,同行、少人数ランダム配布,electronic,female,"⬛︎お譲りするチケットの件⬛︎
ランダム配布　開演5-10分前配布
初期当選のみ、制作開放、立見、一般席は含みません

⭐︎下記内容を最後までご覧ください⭐︎...",2026-05-29 05:39:27,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780037310317_30000,1780037310317,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,30000,1,同行　3名義中2番手,electronic,female,"3名義中2番手/全て該当初期当選/すり替えなし/下3桁提示可/サイチェン〇/全て期限内変ボ有

🌟プライベート出品可能です。ご希望の方はコメントお願いいたしま...",2026-05-29 06:48:30,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
sold_key-to-lit-arena-tour-2026-neo-classics_1780023322443_29000,1780023322443,key-to-lit-arena-tour-2026-neo-classics,2026-10-10,17:30,セキスイハイムスーパーアリーナ,sold,29000,2,2名義中2番手,paper,female,"該当名義 2名義中2番手
変更ボタン有 下3桁掲示可
公演中止の場合のみ返金対応いたします。その他いかなる理由でもキャンセル返金致しかねます。",2026-05-29 02:55:22,2026-08-27 07:17:28,2026-08-27 07:17:28,False,2026-05
