ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,ticket_type,name_type,delivery_method,seller_name,seller_rating,order_num,ticket_tags,first_observed_at,last_observed_at,sold_at,sold_at_source,status,quantity,price,raw_description,details_fetched,year_month
sold_timelesz-live-tour-2026-momentum_1774282156321_58000,1774282156321,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,公演前日にログイン情報提示,,,,,2026-03-23 16:09:16,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,2,58000,"QR毎　2枚のお譲り
FC先行/有効期限内/重複すり替えなし/下三桁提示可/初期当選/

公演前日にログイン情報をお伝えいたします。
公演中止を除き如何なる理由...",False,2026-03
sold_timelesz-live-tour-2026-momentum_1773981395752_64000,1773981395752,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,前日までにログイン情報をお渡しします。,,,,,2026-03-20 04:36:35,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,2,64000,"FC先行/QR毎/初期当選/Pay-easy支払い/有効期限内/下3桁提示可/郵送物戻りなし/着ブロ指定なし

取引成立の意思確認が取れましたら、プライベート出...",False,2026-03
sold_timelesz-live-tour-2026-momentum_1774245946852_57000,1774245946852,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,前日にログイン情報提示,,,,,2026-03-23 06:05:46,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,2,57000,"★QR毎のお譲りです。(２連)
★公演前日にログイン情報等をご提示いたします。ご自身で同行者登録を行い、QRコードを表示の上、ご入場ください。

★交通機関の遅...",False,2026-03
sold_timelesz-live-tour-2026-momentum_1773890086361_65000,1773890086361,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,公演日前日にQRコード共有,,,,,2026-03-19 03:14:46,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,2,65000,"公演前日、メッセージにてログイン情報をお伝えいたしますので、同行者登録を行い入場をお願いいたします。

入場後は速やかにログアウトの上、開演前に受け取り連絡をお...",False,2026-03
sold_timelesz-live-tour-2026-momentum_1773890983231_65000,1773890983231,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,同行　,,,,,2026-03-19 03:29:43,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,1,65000,"3名義中2番手 初期当選 Pay-easy支払い 有効期限内 重複・すり替えなし 下3桁提示可
当日開場15分前に当方らと合流し入場予定です。時間厳守でお願いい...",False,2026-03
sold_timelesz-live-tour-2026-momentum_1774501965963_70000,1774501965963,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,公演日前日にQRコード共有,,,,,2026-03-26 05:12:45,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,2,70000,"初期当選/QR毎/下三桁提示可/有効期限内・郵送物の戻りなし

公演日前日18時以降に取引メッセージにてログインに必要な情報を送付いたします。
ご購入者様の方で...",False,2026-03
8v33b7bobo,1774241290401,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,同行,舞花,5.0,,ランダム記載あり,2026-03-23 04:48:10,2026-08-28 16:01:17,,,listing,1,30000,"ランダム配布に理解ある方のみご購入ください。

当日は開場約15分前.11:45にこちらが指定をした場所へと集合していただきます。
スムーズにお渡しができるよう...",True,2026-03
sold_timelesz-live-tour-2026-momentum_1773890895085_55000,1773890895085,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,同行　当日合流後入場,,,,,2026-03-19 03:28:15,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,2,55000,"3名義中3番手 初期当選 Pay-easy支払い 有効期限内 重複・すり替えなし 下3桁提示可 サイチェン可
当日開場15分前に当方らと合流し入場予定です。時間...",False,2026-03
sold_timelesz-live-tour-2026-momentum_1773937885541_60000,1773937885541,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,公演日前日にログイン情報を共有,,,,,2026-03-19 16:31:25,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,2,60000,"座席未定 QR 重複すり替えなし 有効期限内 下3桁提示可 着ブロなし 同行者登録可

座席未定のため座席によるクレームは一切受け付けません。
本人確認、ランダ...",False,2026-03
sold_timelesz-live-tour-2026-momentum_1773933376035_65000,1773933376035,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,同行,,,,,2026-03-19 15:16:16,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,1,65000,"FC先行/すり替え無し/初期当選/有効期限内/下3桁提示可/橋本担不可


当日、会場付近にて開演1時間前の待ち合わせを予定しております。待ち合わせ後、同時入場...",False,2026-03
joc0vhfuul,1774916091391,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,同行,ぴちゃ,5.0,,同行記載あり,2026-03-31 00:14:51,2026-08-28 16:01:17,,,listing,1,30000,"内容を全てご確認ください。
⚠️指定席のみランダム
⚠️プラベルでのやりとりに変更します(手数料かからないため)

・集合時間は開場時間前に会場付近で待ち合わせ...",True,2026-03
sold_timelesz-live-tour-2026-momentum_1774797482557_68000,1774797482557,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,,,,,2026-03-29 15:18:02,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,1,68000,"FC初期当選/重複すり替えなし/下3桁提示可能/有効期限内
当方25↑篠塚担との同行になります。

ご購入前に必ず全文ご一読ください。
・当日開場20分前くらい...",False,2026-03
sold_timelesz-live-tour-2026-momentum_1773963843996_55000,1773963843996,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,,,,,2026-03-19 23:44:03,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,1,55000,"3名義中2番手/全て初期当選・有効期限内・過去当選歴なし・郵送物戻りなし/下3桁提示可/一部サイチェン不可
＊隣に菊池担が入ります

公演当日、16:10（開場...",False,2026-03
sold_timelesz-live-tour-2026-momentum_1774217469959_70000,1774217469959,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,none,公演日1日前までにQRコード共有,,,,,2026-03-22 22:11:09,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,2,70000,"QR毎 2連
初期当選
有効期限内
下3桁提示可能
重複すり替えなし
同行者登録可能
発送物戻りなし
着ブロ指定なし
前回落選初当選名義
他G含めこちらの名義で...",False,2026-03
uxglw9gudt,1773895677543,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,none,同行,,,,,2026-03-19 04:47:57,2026-08-27 08:01:09,,,deleted,1,37000,"16:10頃会場付近集合※時間厳守
ランダム配布
中相場買取可能
入場後チケットを回収し一旦解散後、開演10分前頃に再集合のうえチケットをお渡しします。
買い手...",False,2026-03
sold_timelesz-live-tour-2026-momentum_1773908007713_67000,1773908007713,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,QR毎のお渡しになるので、ログイン情報お伝えします。,,,,,2026-03-19 08:13:27,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,2,67000,"QR毎/初期当選/有効期限内/ドーム落選名義、同行者登録可能、着ブロ記載無
公演中止場合のみ返金致します。
郵送物戻りなし",False,2026-03
sold_timelesz-live-tour-2026-momentum_1774691461187_110000,1774691461187,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,公演前日QRコード共有,,,,,2026-03-28 09:51:01,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,1,110000,"QR毎 重複すり替えなし 有効期限内 発送物戻りなし 下3桁提示可能 過去当選歴:なし 

公演前日の夜に必要な情報をお伝えいたします。

入場後は速やかにログ...",False,2026-03
sold_timelesz-live-tour-2026-momentum_1773969504893_68000,1773969504893,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,公演日前日にQRコード共有,,,,,2026-03-20 01:18:24,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,2,68000,"初期当選、QRごと、有効期限内、すり替えなし下3桁提示可、
公演前日連絡ボードにてログイン情報をお伝えします。立見の場合もあります。同行者登録は購入者様でお願い...",False,2026-03
qa0jy5du9a,1774189381498,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,公演日7日前までにQRコード共有,Y,5.0,,QR,2026-03-22 14:23:01,2026-08-28 16:01:17,,,listing,2,80000,"初期当選/QR毎/有効期限内/すり替えなし/下3桁提示可/着ブロ指定なし/変更ボタン有/郵送物戻りなし/同行者登録可

公演前日連絡ボードにてログイン情報をお伝...",True,2026-03
rqx4robljl,1774970386961,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,ゆ,5.0,,番手,2026-03-31 15:19:46,2026-08-28 16:01:17,,,listing,1,60000,"2名義中2番手 2連中1枚（篠塚担不可）
ランエラ一部返金可
連番内座席選択可
初期当選/有効期限内/すり替えなし/会員番号下3桁提示可/過去ランダムエラー歴な...",True,2026-03
sold_timelesz-live-tour-2026-momentum_1773980737196_55000,1773980737196,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,,,,,2026-03-20 04:25:37,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,1,55000,"4名義中3番手/下3桁提示可/サイチェン不可


・開場30分前頃に会場付近で集合し同時入場していただきます。詳細は前日までにお伝えいたします。
・同時入場する...",False,2026-03
sold_timelesz-live-tour-2026-momentum_1773993576167_52000,1773993576167,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,paper,female,同行,,,,,2026-03-20 07:59:36,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,2,52000,"2名義中2番手
以下の内容をお読みになりご確認お願いします。ご理解できる方のみご購入下さい。

・初期当選、すり替えなし、有効期限内会員
・連絡ボードできちんと...",False,2026-03
gmhiva005b,1774981681556,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,公演前日にQRコード共有,b,5.0,,QR,2026-03-31 18:28:01,2026-08-28 16:01:17,,,listing,2,82000,"下3桁提示可/有効期限内/郵送物戻りなし/同一クレカ決済なし/初期当選/前回ドーム落選/同行者登録可

公演前日に連絡ボードにてログイン情報をお知らせいたします...",True,2026-03
fpvy2xx1gc,1773968723951,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,ぽ,5.0,,番手,2026-03-20 01:05:23,2026-08-28 16:01:17,,,listing,2,51000,"4名義中4番手 
初期当選/期限内/下3桁提示可/すり替えなし/サイチェン可
1.0/枚こちら通し、残り当日手渡しも可能です。ご希望の方はメッセージにてご連絡お...",True,2026-03
sold_timelesz-live-tour-2026-momentum_1774240854057_25000,1774240854057,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,paper,female,同行,,,,,2026-03-23 04:40:54,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,1,25000,"ランダム配布に理解ある方のみご購入ください。

当日は開場約30分前.16:00にこちらが指定をした場所へと集合していただきます。
スムーズにお渡しができるよう...",False,2026-03
sold_timelesz-live-tour-2026-momentum_1773925098190_55000,1773925098190,timelesz-live-tour-2026-momentum,2026-08-30,17:30,セキスイハイムスーパーアリーナ,electronic,female,同行,,,,,2026-03-19 12:58:18,2026-08-28 16:01:17,2026-08-27 07:17:28,,sold,2,55000,"2名義中2番手/下3桁提示可能/有効期限内/すり替えなし/Pay-easy支払い/発送物戻りなし/ランダムエラー過去なし/サイチェン可能

・開場15分前に会場...",False,2026-03
