ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,ticket_type,name_type,delivery_method,seller_name,seller_rating,order_num,ticket_tags,first_observed_at,last_observed_at,sold_at,sold_at_source,status,quantity,price,raw_description,details_fetched,year_month
qtwd9dp7e2,1787196947162,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,番手渡し,,,,QR番手,2026-08-20 03:35:47,2026-08-31 14:01:14,2026-08-27 10:01:13,,sold,1,45000,"開場10分前に集合し、同時入場をお願いします。
チケット詳細は、初期当選、復活当選含む4名義中2番手になります。（単番3、連番1 全て非該当）
入場後チケットを全て回収し、座席を確認させていただきます。
確認後すぐにお渡しします。
主催者側の公演中止以外の返金は出来ませんのでご了承ください。（ランエラや遅刻等）
コメントをする（0）
コメント欄はOFFです
出品者への質問はメッセージで行いましょう。
売り切れ
ホーム
出品
検討中
ひろば
メッセージ
マイページ
このチケットは売り切れました
この出品はすでに購入されています。同じ日程の他のチケットをご覧ください。
同日程のチケットを探す
チケテン！
ライブ中の席交換もできる総合チケットサイト。安全な取引をサポートします。
ホーム
マイページ
お問い合わせ
お知らせ
使い方ガイド
コラム
Magazine
提携メディア
利用規約
プライバシーポリシー
特定商取引法に基づく表記
チケット不正転売禁止法について
手数料
© 2025 Wakuste LLC. All rights reserved.
ホーム
出品
検討中
ひろば
メッセージ
マイページ",True,2026-08
jiaguirykb,1787801179243,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,同行,m,5.0,,同行ランダム,2026-08-27 03:26:19,2026-08-31 14:01:14,2026-08-28 08:01:11,transition_observed,sold,1,7000,"当方が座席を選択した後、残ったチケットをランダムでお渡し致します。
ご購入様にお席をお選び頂くことはできません。

発券後、一度チケットを全て回収させていただき...",True,2026-08
sold_key-to-lit-arena-tour-2026-neo-classics_1786201591864_8000,1786201591864,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,ランダム配布,,,,,2026-08-08 15:06:31,2026-08-31 14:01:14,2026-08-27 07:17:28,,sold,1,8000,"ランダム配布(ランダム配布にご理解のある方のみご購入お願いします。)

公演当日、開場時間の45分前に会場付近にて待ち合わせを予定しております。(待ち合わせ時間...",False,2026-08
sold_key-to-lit-arena-tour-2026-neo-classics_1787320650132_50000,1787320650132,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,公演日までにQRコード共有,,,,,2026-08-21 13:57:30,2026-08-31 14:01:14,2026-08-27 07:17:28,,sold,1,50000,"該当、単番、期限内、エラーなし、初期当選

他に気になる点ございましたらご連絡ください！",False,2026-08
i7q81qkl2d,1787574619802,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,同行,みみ,5.0,,番手,2026-08-24 12:30:19,2026-08-31 14:01:14,,,listing,2,0,"
5名義中2番手/初期当選/有効期限内/すり替えなし/下3桁提示可/着ブロ希望なし/座席未定


ご購入の方はプライベート出品いたしますのでお声がけ下さい。...",True,2026-08
sold_key-to-lit-arena-tour-2026-neo-classics_1787333404604_13000,1787333404604,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,ランダム配布,,,,,2026-08-21 17:30:04,2026-08-31 14:01:14,2026-08-27 07:17:28,,sold,2,13000,"2連確約ランダム配布(ランダム配布にご理解のある方のみご購入お願いします。)

公演当日、開場時間の45分前に会場付近にて待ち合わせを予定しております。(待ち合...",False,2026-08
sold_key-to-lit-arena-tour-2026-neo-classics_1785836108675_25000,1785836108675,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,同時入場,,,,,2026-08-04 09:35:08,2026-08-31 14:01:14,2026-08-27 07:17:28,,sold,1,25000,"FC初期当選/3名義中2番手/同行者登録可/有効期限内/該当×2 非該当×1/重複・すり替えなし/下3桁提示可

公演当日開場時間15分前を目安に会場付近で集合...",False,2026-08
sold_key-to-lit-arena-tour-2026-neo-classics_1786764959784_50000,1786764959784,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,公演前日にログイン情報をお渡しします。,,,,,2026-08-15 03:35:59,2026-08-31 14:01:14,2026-08-27 07:17:28,,sold,2,50000,QRごと/初期当選/期限内名義/変更ボタンあり/女性名義/下三桁提示可能,False,2026-08
sold_key-to-lit-arena-tour-2026-neo-classics_1786981552842_7000,1786981552842,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,none,ランダム配布,,,,,2026-08-17 15:45:52,2026-08-31 14:01:14,2026-08-27 07:17:28,,sold,1,7000,"複数名義所持しているため、同時入場後に1度チケットを回収させていただき、当方が座席選択後にランダムに配布します。

チケットの選択にお時間をいただきますのであら...",False,2026-08
sold_key-to-lit-arena-tour-2026-neo-classics_1787334050659_18000,1787334050659,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,早渡しランダム配布,,,,,2026-08-21 17:40:50,2026-08-31 14:01:14,2026-08-27 07:17:28,,sold,2,18000,"2連確約早渡しランダム配布(ランダム配布にご理解のある方のみご購入お願いします。)
開演30分前渡し

公演当日、開場時間の45分前に会場付近にて待ち合わせを予...",False,2026-08
