ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,ticket_type,name_type,delivery_method,seller_name,seller_rating,order_num,ticket_tags,first_observed_at,last_observed_at,sold_at,sold_at_source,status,quantity,price,raw_description,details_fetched,year_month
sold_acees-arena-tour-v_1780153008612_32000,1780153008612,acees-arena-tour-v,2026-08-29,12:30,Asueアリーナ大阪,electronic,female,同行,,,,,2026-05-30 14:56:48,2026-08-28 14:01:15,2026-08-27 07:17:28,,sold,2,32000,"3名義中3番手
3名義共該当名義/有効期限内/すり替えなし/下3桁提示可能",False,2026-05
sold_acees-arena-tour-v_1778404603928_42000,1778404603928,acees-arena-tour-v,2026-08-29,12:30,Asueアリーナ大阪,electronic,female,公演前日QRコード共有,,,,,2026-05-10 09:16:43,2026-08-28 14:01:15,2026-08-27 07:17:28,,sold,2,42000,"QR毎/深田名義/初期当選/有効期限内/変更ボタンあり/重複すり替えなし/同行者登録可/下3桁提示可

★プライベート出品へ変更しますので購入前にメッセージにて...",False,2026-05
sold_acees-arena-tour-v_1780232280761_30000,1780232280761,acees-arena-tour-v,2026-08-29,12:30,Asueアリーナ大阪,electronic,female,公演日3日前までにQRコード共有,,,,,2026-05-31 12:58:00,2026-08-28 14:01:15,2026-08-27 07:17:28,,sold,2,30000,特別出品,False,2026-05
sold_acees-arena-tour-v_1780040172186_45000,1780040172186,acees-arena-tour-v,2026-08-29,12:30,Asueアリーナ大阪,electronic,female,同行,,,,,2026-05-29 07:36:12,2026-08-28 14:01:15,2026-08-27 07:17:28,,sold,1,45000,"該当名義(変更ボタンあり)/有効期限内/初期当選/重複すり替えなし/下3桁提示可/サイチェン可
那須担以外の方でご購入お願いいたします。

・2連中1枚のお譲り...",False,2026-05
sold_acees-arena-tour-v_1778449862563_23000,1778449862563,acees-arena-tour-v,2026-08-29,12:30,Asueアリーナ大阪,electronic,female,番手,,,,,2026-05-10 21:51:02,2026-08-28 14:01:15,2026-08-27 07:17:28,,sold,2,23000,"3名義中3番手/初期当選/有効期限内名義/すり替えなし

公演当日開場15分前（予定）に集合していただきます。

詳しい時間、場所等は後日ご連絡いたします。...",False,2026-05
sold_acees-arena-tour-v_1778807821428_32000,1778807821428,acees-arena-tour-v,2026-08-29,12:30,Asueアリーナ大阪,electronic,female,【QR毎】該当名義 初期当選,,,,,2026-05-15 01:17:01,2026-08-28 14:01:15,2026-08-27 07:17:28,,sold,2,32000,【QR毎】情報局先行 該当名義 初期当選 下3桁提示可能 すり替えなし 有効期限内名義 着席ブロック選択なし 郵送物戻りなし 名義に傷なし 同行者登録可能...,False,2026-05
sold_acees-arena-tour-v_1780096781383_13000,1780096781383,acees-arena-tour-v,2026-08-29,12:30,Asueアリーナ大阪,electronic,female,同行,,,,,2026-05-29 23:19:41,2026-08-28 14:01:15,2026-08-27 07:17:28,,sold,1,13000,"2名義以下ランダム配布
できるだけ早めにお渡しいたします。
複数名義所持しているため、ランダムでのお譲りとなります。
以下の条件を全てご確認の上、ご了承いただけ...",False,2026-05
sold_acees-arena-tour-v_1779197840391_49000,1779197840391,acees-arena-tour-v,2026-08-29,12:30,Asueアリーナ大阪,electronic,female,同時入場,,,,,2026-05-19 13:37:20,2026-08-28 14:01:15,2026-08-27 07:17:28,,sold,1,49000,"２名義中１番手
２連中の１枚のお譲り
プラベル出品可/すり替えなし/全て該当名義/初期当選/当選名義下３桁提示/有効期限内/Pay-easy入金/着ブロ指定なし...",False,2026-05
sold_acees-arena-tour-v_1780152853958_40000,1780152853958,acees-arena-tour-v,2026-08-29,12:30,Asueアリーナ大阪,electronic,female,同行,,,,,2026-05-30 14:54:13,2026-08-28 14:01:15,2026-08-27 07:17:28,,sold,2,40000,"3名義中2番手
3名義共該当名義/有効期限内/すり替えなし/下3桁提示可能",False,2026-05
sold_acees-arena-tour-v_1780065635406_37000,1780065635406,acees-arena-tour-v,2026-08-29,12:30,Asueアリーナ大阪,electronic,female,公演3日前にログイン情報送付,,,,,2026-05-29 14:40:35,2026-08-28 14:01:15,2026-08-27 07:17:28,,sold,2,37000,"FC先行 QR毎 該当名義(ボタン有)/重複すり替え無し/ 下3桁提示 / 有効期限内 / 初期当選 / Pay-easy決済 / 着ブロ無し

入金確認後下3...",False,2026-05
