ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,ticket_type,name_type,delivery_method,seller_name,seller_rating,order_num,ticket_tags,first_observed_at,last_observed_at,sold_at,sold_at_source,status,quantity,price,raw_description,details_fetched,year_month
sold_key-to-lit-arena-tour-2026-neo-classics_1784194113127_10000,1784194113127,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,同行,,,,,2026-07-16 09:28:33,2026-09-04 01:01:09,2026-08-27 07:17:28,,sold,1,10000,"すり替えなしランダム配布 下3桁提示可 条件あり 座席未定 座席選択不可 代理購入不可 

 すり替えなしランダム配布になりますので最後までご理解いただきご購入...",False,2026-07
sold_key-to-lit-arena-tour-2026-neo-classics_1784126723866_40000,1784126723866,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,公演前日にログイン情報,,,,,2026-07-15 14:45:23,2026-09-04 01:01:09,2026-08-27 07:17:28,,sold,2,40000,"初期当選/QRごと/該当名義ボタンあり/重複すり替えなし/下3桁提示可能/有効期限内/着ブロなし/同行者登録可能/


・入金確認後に下3桁提示可能
・公演前日...",False,2026-07
sold_key-to-lit-arena-tour-2026-neo-classics_1783029323822_18000,1783029323822,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,none,6名義中3番手2連中の1枚,,,,,2026-07-02 21:55:23,2026-09-04 01:01:09,2026-08-27 07:17:28,,sold,1,18000,情報局先行 座席未定/6名義中3番手2連中の1枚/渡辺惟良担と同行/該当のみ/有効期限内/変更ボタン有/会員番号下3桁提示可/初期当選5名義復活当選1名義の計6...,False,2026-07
sold_key-to-lit-arena-tour-2026-neo-classics_1784557435880_20000,1784557435880,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,公演日前日にQRコード共有,,,,,2026-07-20 14:23:55,2026-09-04 01:01:09,2026-08-27 07:17:28,,sold,2,20000,"情報局先行 座席未定/QRごと/すり替えなし/下3桁提示可/初期当選/該当(ボタンあり)・有効期限内名義/同行者登録可能

・前日にログイン情報をお送りいたしま...",False,2026-07
sold_key-to-lit-arena-tour-2026-neo-classics_1783086077494_10000,1783086077494,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,同時入場,,,,,2026-07-03 13:41:17,2026-09-04 01:01:09,2026-08-27 07:17:28,,sold,2,10000,"6名義中5番手
全て該当名義/有効期限内／変更ボタン有/すり替えなし/下3桁提示可

当日指定したお時間に集合し、同時入場をしていただきます。
入場の際、QRの...",False,2026-07
sold_key-to-lit-arena-tour-2026-neo-classics_1782961725901_10000,1782961725901,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,同行,,,,,2026-07-02 03:08:45,2026-09-04 01:01:09,2026-08-27 07:17:28,,sold,1,10000,"2名義中2番手/全て初期当選/該当名義/下3桁提示可能/有効期限内/PayPay支払い/すり替え無し


当日会場付近にて集合、同時入場致します。
場所時間詳細...",False,2026-07
sold_key-to-lit-arena-tour-2026-neo-classics_1784128040076_6000,1784128040076,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,none,座席未定　条件あり　ランダム配布,,,,,2026-07-15 15:07:20,2026-09-04 01:01:09,2026-08-27 07:17:28,,sold,1,6000,"複数名義所持しているため、同時入場後に1度チケットを回収させていただき、当方が座席選択後にランダムに配布します。

チケットの選択にお時間をいただきますのであら...",False,2026-07
sold_key-to-lit-arena-tour-2026-neo-classics_1785072975368_18614,1785072975368,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,pickup_number,female,同行,,,,,2026-07-26 13:36:15,2026-09-04 01:01:09,2026-08-27 07:17:28,,sold,1,18614,"【専用】
2名義中1番手/該当/すり替えなし/下三桁提示可能/初期当選/有効期限内/サイチェン可

残り当日手渡し有り

・当日は開場10分前に会場付近にて待ち...",False,2026-07
sold_key-to-lit-arena-tour-2026-neo-classics_1784925724526_32000,1784925724526,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,入金後24時間以内にQRコード共有,,,,,2026-07-24 20:42:04,2026-09-04 01:01:09,2026-08-27 07:17:28,,sold,2,32000,"初期当選/QRごと/該当名義/変更ボタンあり/有効期限内

・公演前日にQR表示のためのログイン情報を提示します
・入場後は速やかに受け取り評価をお願いいたしま...",False,2026-07
sold_key-to-lit-arena-tour-2026-neo-classics_1783831435064_41000,1783831435064,key-to-lit-arena-tour-2026-neo-classics,2026-10-03,18:00,マリンメッセ福岡 A館,electronic,female,公演前日夜にログイン情報提示,,,,,2026-07-12 04:43:55,2026-09-04 01:01:09,2026-08-27 07:17:28,,sold,1,41000,"情報局先行 座席未定/QRごと/すり替えなし/下3桁提示可/初期当選/該当(ボタンあり)・有効期限内名義

・前日夜にログイン情報をお送りいたします。座席に関し...",False,2026-07
