year_month,event_id,perf_date,perf_time,venue,total_tickets,active_tickets,sold_tickets,deleted_tickets,avg_price,min_price,max_price
2026-08,jumpdate,2026-10-10,17:30,[神奈川県] 横浜アリーナ,31,15,12,4,63467.74193548387,30000,100000
2026-08,jumpdate,2026-10-11,13:00,[神奈川県] 横浜アリーナ,19,7,5,7,46152.63157894737,0,80000
2026-08,jumpdate,2026-10-11,17:30,[神奈川県] 横浜アリーナ,22,7,7,8,55181.818181818184,0,85000
2026-08,jumpdate,2026-10-12,13:00,[神奈川県] 横浜アリーナ,24,14,7,3,48208.333333333336,0,100000
2026-08,jumpdate,2026-10-12,17:30,[神奈川県] 横浜アリーナ,58,26,13,19,53308.620689655174,0,95000
2026-08,ryosuke-yamada-asia-tour-2026-red-y,2026-09-06,,[台北] TAIPEI MUSIC CENTER,1,0,0,1,30000.0,30000,30000
2026-08,ryosuke-yamada-asia-tour-2026-red-y,2026-09-13,,[ソウル] Jangchung Arena,7,0,3,4,70071.42857142857,0,165500
2026-08,ryosuke-yamada-asia-tour-2026-red-y,2026-09-26,,[バンコク] Thunder Dome,1,0,0,1,0.0,0,0
2026-08,scrap-and-chorus-2026,2026-09-18,18:30,[東京都] THEATER MILANO-Za,14,9,1,4,7067.5,0,13000
2026-08,scrap-and-chorus-2026,2026-09-19,13:00,[東京都] THEATER MILANO-Za,3,2,0,1,9333.333333333334,0,17000
2026-08,scrap-and-chorus-2026,2026-09-19,17:30,[東京都] THEATER MILANO-Za,3,1,0,2,25666.666666666668,11000,34000
2026-08,scrap-and-chorus-2026,2026-09-20,13:00,[東京都] THEATER MILANO-Za,3,3,0,0,6333.333333333333,3000,8000
2026-08,scrap-and-chorus-2026,2026-09-21,13:00,[東京都] THEATER MILANO-Za,2,2,0,0,12500.0,10000,15000
2026-08,scrap-and-chorus-2026,2026-09-21,17:30,[東京都] THEATER MILANO-Za,1,1,0,0,6000.0,6000,6000
2026-08,scrap-and-chorus-2026,2026-09-26,13:00,[東京都] THEATER MILANO-Za,2,1,0,1,6000.0,0,12000
2026-08,scrap-and-chorus-2026,2026-09-26,17:30,[東京都] THEATER MILANO-Za,3,0,1,2,7333.333333333333,0,12000
2026-08,scrap-and-chorus-2026,2026-09-27,13:00,[東京都] THEATER MILANO-Za,13,7,2,4,17923.076923076922,0,50000
2026-08,scrap-and-chorus-2026,2026-10-23,18:30,[大阪府] 東京建物 Brillia HALL 箕面 大ホール,3,0,1,2,35000.0,10000,50000
2026-08,scrap-and-chorus-2026,2026-10-24,13:00,[大阪府] 東京建物 Brillia HALL 箕面 大ホール,1,1,0,0,10000.0,10000,10000
2026-08,scrap-and-chorus-2026,2026-10-24,17:30,[大阪府] 東京建物 Brillia HALL 箕面 大ホール,1,1,0,0,10000.0,10000,10000
2026-08,scrap-and-chorus-2026,2026-10-25,13:00,[大阪府] 東京建物 Brillia HALL 箕面 大ホール,5,1,2,2,28800.0,10500,60000
