year_month,event_id,perf_date,perf_time,venue,total_tickets,active_tickets,current_active_tickets,current_avg_price,current_min_price,current_max_price,sold_tickets,deleted_tickets,avg_price,min_price,max_price
2026-09,kamigata-expo-park-fes-2026,2026-10-31,,[大阪府] 万博記念公園,292,276,90,34545.97701149425,17500,85000,15,1,33258.90410958904,0,85000
2026-09,kamigata-expo-park-fes-2026,2026-11-01,,[大阪府] 万博記念公園,228,220,70,31827.214285714286,17000,67000,7,1,31479.451754385966,6200,67000
2026-09,tvasahi-dream-festival-2026,2026-11-21,15:00,Kアリーナ横浜,142,112,26,17276.73076923077,10000,37000,12,18,16665.88028169014,2000,50000
2026-09,tvasahi-dream-festival-2026,2026-11-22,15:00,Kアリーナ横浜,27,27,8,19987.5,14900,30000,0,0,19607.40740740741,14000,30000
2026-09,tvasahi-dream-festival-2026,2026-11-23,15:00,Kアリーナ横浜,34,33,10,16350.0,11000,25000,0,1,16250.0,11000,25000
